flow_m3_day,influent_ph,influent_bod5,influent_cod,influent_tss,effluent_ph,effluent_bod5,effluent_cod,effluent_tss
38045.0,8.1,177.0,428.0,220.0,7.7,20.0,104.0,18.0
31191.0,7.9,270.0,321.0,168.0,7.7,14.0,51.0,16.0
36215.0,7.5,161.0,392.0,266.0,7.7,15.0,59.0,13.0
34719.0,7.7,173.0,388.0,322.0,7.6,20.0,108.0,24.0
35729.0,7.7,334.0,841.0,616.0,7.8,23.0,100.0,20.0
36395.0,7.7,183.0,449.0,380.0,7.7,23.0,54.0,19.0
41503.0,7.5,133.0,346.0,274.0,7.0,17.0,65.0,18.0
27642.0,7.5,69.0,170.0,180.0,7.5,13.0,39.0,14.0
35760.0,7.6,115.0,295.0,182.0,7.7,19.0,58.0,19.0
33416.0,7.4,167.0,333.0,242.0,7.7,12.0,73.0,14.0
35518.0,7.8,133.0,105.0,208.0,7.7,16.0,20.0,16.0
32815.0,7.8,151.0,485.0,198.0,7.6,13.0,101.0,14.0
32454.0,7.4,148.0,545.0,202.0,7.4,11.0,163.0,11.0
26590.0,7.5,134.0,351.0,108.0,7.4,12.0,107.0,15.0
32334.0,7.6,179.0,461.0,298.0,7.4,20.0,125.0,24.0
35178.0,7.7,159.0,396.0,154.0,7.7,23.0,109.0,30.0
32308.0,7.7,118.0,295.0,178.0,7.6,12.0,72.0,11.0
31114.0,7.8,181.0,462.0,216.0,7.7,22.0,68.0,20.0
31205.0,7.7,214.0,467.0,242.0,7.7,22.0,86.0,22.0
35509.0,7.8,181.0,358.0,228.0,7.8,16.0,105.0,16.0
34903.0,7.7,227.0,416.0,218.0,7.7,25.0,86.0,16.0
34294.0,7.6,146.0,438.0,174.0,7.5,23.0,78.0,16.0
30614.0,7.7,146.0,313.0,168.0,7.6,16.0,59.0,15.0
33239.0,7.8,217.0,591.0,264.0,7.7,17.0,84.0,27.0
32100.0,7.5,277.0,523.0,324.0,7.7,21.0,53.0,19.0
32538.0,7.6,219.0,511.0,286.0,7.7,22.0,98.0,21.0
35571.0,7.2,166.0,549.0,138.0,7.6,15.0,85.0,9.0
33210.0,7.5,164.0,353.0,218.0,7.6,15.0,59.0,14.0
34097.0,7.8,192.0,330.0,190.0,7.7,10.0,70.0,19.0
31224.0,7.8,231.0,473.0,222.0,7.7,27.0,136.0,29.0
35389.0,7.6,157.0,392.0,232.0,7.6,18.0,65.0,22.0
36708.0,7.8,196.0,403.0,200.0,7.6,12.0,54.0,14.0
33064.0,7.7,266.0,438.0,200.0,7.8,13.0,104.0,16.0
31949.0,7.3,133.0,310.0,208.0,7.6,6.0,90.0,12.0
35195.0,7.6,134.0,404.0,190.0,7.6,17.0,95.0,26.0
34886.0,7.6,178.0,310.0,198.0,7.7,13.0,62.0,22.0
33708.0,7.8,171.0,380.0,164.0,7.7,12.0,74.0,13.0
32253.0,7.7,140.0,380.0,178.0,7.8,15.0,92.0,22.0
29793.0,7.6,137.0,372.0,170.0,7.8,10.0,78.0,10.0
32208.0,7.6,145.0,258.0,194.0,7.8,19.0,55.0,20.0
33649.0,7.5,147.0,351.0,230.0,7.8,24.0,89.0,17.0
34536.0,7.6,133.0,316.0,188.0,7.7,20.0,104.0,22.0
33178.0,7.6,155.0,392.0,182.0,7.8,12.0,68.0,15.0
30442.0,7.8,152.0,318.0,204.0,7.9,13.0,62.0,13.0
29448.0,7.6,115.0,272.0,266.0,7.6,18.0,52.0,18.0
33623.0,7.8,135.0,366.0,240.0,7.8,29.0,84.0,23.0
30927.0,7.8,184.0,424.0,366.0,7.7,13.0,64.0,15.0
34823.0,7.9,170.0,332.0,226.0,7.8,21.0,24.0,18.0
34018.0,7.6,153.0,464.0,274.0,7.7,21.0,92.0,18.0
42876.0,7.8,133.0,349.0,310.0,7.8,16.0,55.0,19.0
34820.0,8.1,185.0,439.0,256.0,7.8,33.0,47.0,21.0
31780.0,7.7,175.0,457.0,262.0,7.8,25.0,64.0,24.0
33370.0,7.8,223.0,511.0,202.0,7.8,22.0,81.0,22.0
34408.0,8.0,174.0,442.0,268.0,7.9,20.0,54.0,18.0
32720.0,7.8,235.0,489.0,252.0,7.9,27.0,140.0,24.0
28707.0,7.8,117.0,296.0,142.0,7.8,23.0,77.0,19.0
36182.0,7.7,195.0,380.0,216.0,7.9,37.0,100.0,18.0
35400.0,7.6,156.0,364.0,194.0,7.7,21.0,64.0,18.0
30964.0,7.7,220.0,540.0,184.0,7.9,16.0,27.0,15.0
35573.0,7.6,176.0,333.0,178.0,7.6,16.0,67.0,23.0
29801.0,7.7,172.0,400.0,136.0,7.7,15.0,59.0,22.0
29834.0,7.4,160.0,348.0,194.0,7.7,15.0,95.0,28.0
28492.0,7.5,124.0,281.0,172.0,7.8,12.0,75.0,20.0
29719.0,7.6,133.0,284.0,186.0,7.8,11.0,60.0,21.0
29741.0,7.9,151.0,316.0,196.0,8.0,16.0,44.0,22.0
29027.0,7.6,136.0,328.0,186.0,7.8,11.0,76.0,23.0
30211.0,7.6,114.0,521.0,506.0,7.9,11.0,44.0,20.0
30848.0,7.7,142.0,376.0,144.0,7.8,9.0,57.0,14.0
17527.0,7.5,150.0,171.0,172.0,7.6,11.0,39.0,16.0
33331.0,7.6,92.0,233.0,234.0,7.7,8.0,47.0,18.0
27998.0,7.5,138.0,268.0,154.0,7.8,8.0,33.0,13.0
32845.0,7.6,84.0,251.0,98.0,7.6,7.0,49.0,17.0
27933.0,7.6,158.0,375.0,178.0,7.9,9.0,103.0,30.0
27527.0,7.3,191.0,240.0,166.0,7.5,8.0,44.0,11.0
32363.0,7.6,159.0,310.0,146.0,7.9,21.0,59.0,16.0
31437.0,7.6,132.0,304.0,148.0,7.9,14.0,42.0,13.0
31914.0,7.7,127.0,274.0,144.0,7.8,9.0,35.0,16.0
28088.0,7.5,153.0,307.0,124.0,7.9,10.0,46.0,12.0
27838.0,7.6,179.0,265.0,128.0,7.9,11.0,54.0,14.0
29271.0,7.5,99.0,585.0,140.0,7.7,25.0,95.0,26.0
32723.0,7.7,93.0,252.0,176.0,7.9,19.0,54.0,6.0
33535.0,7.8,192.0,346.0,172.0,7.9,17.0,88.0,16.0
32922.0,7.4,139.0,367.0,180.0,7.7,25.0,84.0,20.0
32190.0,7.3,200.0,545.0,258.0,7.7,21.0,71.0,27.0
30488.0,7.5,152.0,300.0,132.0,7.3,17.0,55.0,18.0
