date,effluent_bod5,anomaly_score,anomaly_percentile,risk_band
D-9/6/91,16.0,0.3748493513717406,20.436507936507937,NORMAL
D-22/4/91,15.0,0.37473737171155613,20.238095238095237,NORMAL
D-4/9/90,14.0,0.3744280235542785,20.03968253968254,NORMAL
D-10/1/91,18.0,0.373940067631656,19.841269841269842,NORMAL
D-17/7/90,18.0,0.3736253785995405,19.642857142857142,NORMAL
D-14/2/90,23.0,0.37337513325461574,19.444444444444446,NORMAL
D-27/11/90,12.0,0.3731184139631636,19.246031746031747,NORMAL
D-20/9/90,12.0,0.37294899030464784,19.047619047619047,NORMAL
D-22/1/90,29.0,0.37286527795541824,18.849206349206348,NORMAL
D-6/3/90,19.0,0.3727090754301339,18.650793650793652,NORMAL
D-7/2/90,26.0,0.3725837133048924,18.452380952380953,NORMAL
D-27/12/90,16.0,0.3725272192053052,18.253968253968253,NORMAL
D-1/10/90,16.0,0.37211852408486107,18.055555555555554,NORMAL
D-1/8/91,15.0,0.37204072454197945,17.857142857142858,NORMAL
D-8/7/91,29.0,0.37178457519866853,17.658730158730158,NORMAL
D-19/4/91,20.0,0.3717628746603942,17.46031746031746,NORMAL
D-10/3/91,16.0,0.37173890866741455,17.261904761904763,NORMAL
D-3/6/90,14.0,0.3717374141710107,17.063492063492063,NORMAL
D-5/3/91,16.0,0.37169393329412903,16.865079365079367,NORMAL
D-21/4/91,14.0,0.37165277384944945,16.666666666666664,NORMAL
D-23/7/91,19.0,0.3716176169093043,16.46825396825397,NORMAL
D-17/4/91,18.0,0.37152805532433986,16.26984126984127,NORMAL
D-29/3/90,15.0,0.3713644728641016,16.071428571428573,NORMAL
D-5/5/91,16.0,0.3713178858350099,15.873015873015872,NORMAL
D-17/10/91,25.0,0.37092354072753103,15.674603174603174,NORMAL
D-3/4/91,23.0,0.370767490613126,15.476190476190476,NORMAL
D-5/4/90,17.0,0.3702879489213295,15.277777777777779,NORMAL
D-3/1/90,29.0,0.3702798557429434,15.079365079365079,NORMAL
D-11/10/91,13.0,0.3701545251368133,14.880952380952381,NORMAL
D-23/5/91,18.0,0.3698760618235944,14.682539682539684,NORMAL
D-3/6/91,22.0,0.3696345055929342,14.484126984126986,NORMAL
D-20/5/90,13.0,0.3695357649980459,14.285714285714285,NORMAL
D-14/1/90,17.0,0.369260867880548,14.087301587301587,NORMAL
D-20/5/91,14.0,0.3691926538020231,13.88888888888889,NORMAL
D-28/6/91,15.0,0.36913922666459364,13.690476190476192,NORMAL
D-27/8/91,17.0,0.3688367398381721,13.492063492063492,NORMAL
D-7/4/91,15.0,0.36883339766015577,13.293650793650794,NORMAL
D-30/6/91,10.0,0.368733345176116,13.095238095238097,NORMAL
D-4/2/90,19.0,0.368527661206235,12.896825396825399,NORMAL
D-6/6/90,25.0,0.36776716619668326,12.698412698412698,NORMAL
D-25/10/91,21.0,0.3670981313488583,12.5,NORMAL
D-19/1/90,19.0,0.36665146175875996,12.3015873015873,NORMAL
D-11/3/90,16.0,0.3661260631604157,12.103174603174603,NORMAL
D-28/6/90,13.0,0.3660514408555566,11.904761904761903,NORMAL
D-8/1/90,38.0,0.36602995703105884,11.706349206349206,NORMAL
D-18/4/91,14.0,0.3660040716568645,11.507936507936508,NORMAL
D-11/7/90,14.0,0.3659642540614842,11.30952380952381,NORMAL
D-27/10/91,16.0,0.3658662681145077,11.11111111111111,NORMAL
D-26/6/91,13.0,0.3657540285834895,10.912698412698413,NORMAL
D-4/7/90,15.0,0.36574742146403477,10.714285714285714,NORMAL
D-7/6/90,15.0,0.36572464428726187,10.515873015873016,NORMAL
D-7/5/91,24.0,0.36490048747609355,10.317460317460316,NORMAL
D-4/6/90,15.0,0.3648330980503356,10.119047619047619,NORMAL
D-10/7/91,23.0,0.3642511607384363,9.920634920634921,NORMAL
D-27/6/90,19.0,0.3637197339232366,9.722222222222223,NORMAL
D-19/10/91,20.0,0.3636777887834081,9.523809523809524,NORMAL
D-11/1/90,21.0,0.36365432987181034,9.325396825396826,NORMAL
D-9/7/91,20.0,0.3635649759424001,9.126984126984127,NORMAL
D-13/6/91,22.0,0.36338169382370417,8.928571428571429,NORMAL
D-24/6/90,17.0,0.36323082733176015,8.73015873015873,NORMAL
D-10/5/90,19.0,0.36316749848406565,8.531746031746032,NORMAL
D-25/5/90,16.0,0.3628571359447008,8.333333333333332,NORMAL
D-18/4/90,18.0,0.36285369743097556,8.134920634920634,NORMAL
D-20/1/91,17.0,0.36279257098989537,7.936507936507936,NORMAL
D-22/2/90,29.0,0.3626796371461467,7.738095238095238,NORMAL
D-6/10/91,13.0,0.3624774267116299,7.5396825396825395,NORMAL
D-30/7/90,12.0,0.362340734850333,7.341269841269842,NORMAL
D-25/6/91,17.0,0.3622727968136167,7.142857142857142,NORMAL
D-3/7/91,12.0,0.3617747419807051,6.944444444444445,NORMAL
D-14/7/91,14.0,0.3615242983796154,6.746031746031746,NORMAL
D-4/7/91,13.0,0.3614078250141918,6.547619047619048,NORMAL
D-26/9/90,14.0,0.3613328624485846,6.349206349206349,NORMAL
D-21/5/91,12.0,0.36133085638833934,6.15079365079365,NORMAL
D-19/6/91,18.0,0.361240621216654,5.952380952380952,NORMAL
D-24/5/90,25.0,0.3611571187689667,5.753968253968254,NORMAL
D-1/10/91,19.0,0.36095105567040237,5.555555555555555,NORMAL
D-4/6/91,22.0,0.36034137417156253,5.357142857142857,NORMAL
D-12/7/90,27.0,0.36004123447054565,5.158730158730158,NORMAL
D-15/5/91,18.0,0.35991607831575473,4.9603174603174605,NORMAL
D-13/7/90,17.0,0.3598995535338891,4.761904761904762,NORMAL
D-2/10/91,24.0,0.3598716003879308,4.563492063492063,NORMAL
D-1/6/90,29.0,0.35983471859561544,4.365079365079365,NORMAL
D-2/6/91,12.0,0.35974633404009654,4.166666666666666,NORMAL
D-11/4/91,20.0,0.3594976063004473,3.968253968253968,NORMAL
D-16/4/91,19.0,0.35918318585972636,3.7698412698412698,NORMAL
D-10/1/90,28.0,0.3590424262563843,3.571428571428571,NORMAL
D-2/1/90,22.0,0.3585888875187908,3.373015873015873,NORMAL
D-28/3/90,16.0,0.3584676024354831,3.1746031746031744,NORMAL
D-2/5/91,14.0,0.3578028577126302,2.976190476190476,NORMAL
D-6/9/90,14.0,0.35769193317057824,2.7777777777777777,NORMAL
D-4/4/90,12.0,0.35740730884438665,2.579365079365079,NORMAL
D-6/4/90,14.0,0.3571598252996075,2.380952380952381,NORMAL
D-17/6/91,10.0,0.3569010386380947,2.1825396825396823,NORMAL
D-3/5/91,18.0,0.35678616086500403,1.984126984126984,NORMAL
D-17/5/91,17.0,0.3564154697504087,1.7857142857142856,NORMAL
D-30/8/90,15.0,0.3559260882249324,1.5873015873015872,NORMAL
D-27/3/91,17.0,0.355623559990621,1.3888888888888888,NORMAL
D-21/6/91,13.0,0.3554795876740777,1.1904761904761905,NORMAL
D-5/7/90,11.0,0.3550146835097821,0.992063492063492,NORMAL
D-16/6/91,15.0,0.3538543522624167,0.7936507936507936,NORMAL
D-15/4/91,15.0,0.35239973554905546,0.5952380952380952,NORMAL
D-18/10/91,22.0,0.35110106969517335,0.3968253968253968,NORMAL
D-29/6/90,18.0,0.34912905188831456,0.1984126984126984,NORMAL
